gene_A,gene_B,gene_A_auc,gene_B_auc,gene_A_log2fc,gene_B_log2fc,correlation,abs_correlation,tumor_AND_activation,normal_AND_activation,AND_sensitivity,AND_specificity,pair_score
PSMB6,LINC00920,0.9951052950279218,0.9959799502119356,1.9886599845253323,5.25366450581982,0.764556828191446,0.764556828191446,0.9325842696629213,0.0,0.9325842696629213,1.0,0.21859188940943944
CCR6,MDK,0.9963836372199422,0.9973592141559576,8.924084125008408,5.13613744533405,0.7649856380272224,0.7649856380272224,0.9325842696629213,0.0,0.9325842696629213,1.0,0.21848500530771434
MRPL14,AC000089.3,0.9965350198479448,0.9984525331359752,2.674413590795937,3.0299632409338626,0.7684710626923731,0.7684710626923731,0.9438202247191011,0.0,0.9438202247191011,1.0,0.2179740294330452
KIF4A,BLOC1S1,0.996434098095943,0.995122115319922,6.418663964206419,2.293008490883402,0.7691647127215853,0.7691647127215853,0.9438202247191011,0.0,0.9438202247191011,1.0,0.21694720143267918
DNASE2,RNASET2,0.9956603646639306,0.9965686604319453,2.26181778914082,2.8389652694610765,0.767955472545658,0.767955472545658,0.9382022471910112,0.0,0.9382022471910112,1.0,0.21685880823717946
CCR6,LINC01420,0.9963836372199422,0.994869810939918,8.924084125008408,2.968724063109736,0.7665173897625861,0.7665173897625861,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.21678996278545534
CCR6,MND1,0.9963836372199422,0.9950548341519208,8.924084125008408,5.538897867186975,0.7657766997239955,0.7657766997239955,0.9269662921348315,0.0,0.9269662921348315,1.0,0.21618767703684738
MRPL17,AC000089.3,0.9952398573639238,0.9984525331359752,2.2809577406983785,3.0299632409338626,0.770337929766707,0.770337929766707,0.9438202247191011,0.0,0.9438202247191011,1.0,0.2160760889443137
AC000089.3,ATP5L,0.9984525331359752,0.997611518535962,3.0299632409338626,2.3200297147278457,0.7693584345847907,0.7693584345847907,0.9382022471910112,0.0,0.9382022471910112,1.0,0.21596258811878935
NPC2,COX7B,0.9945838659759134,0.9969387068559512,2.7663828399381023,2.605707387472245,0.7664759850786178,0.7664759850786178,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.21555916319593768
COX6B1,AC000089.3,0.9954921617439276,0.9984525331359752,2.311949498755298,3.0299632409338626,0.7696530204624102,0.7696530204624102,0.9382022471910112,0.0,0.9382022471910112,1.0,0.21545774162277517
AC000089.3,NDUFC2,0.9984525331359752,0.9971741909439548,3.0299632409338626,2.232745428244634,0.7699807869976916,0.7699807869976916,0.9382022471910112,0.0,0.9382022471910112,1.0,0.2153326561312167
NUDT1,AC000089.3,0.9945838659759132,0.9984525331359752,3.1617194577137866,3.0299632409338626,0.7711312753085474,0.7711312753085474,0.9438202247191011,0.0,0.9438202247191011,1.0,0.21525882421339412
ATP5E,AC000089.3,0.9953575994079256,0.9984525331359752,2.903379583529571,3.0299632409338626,0.7714727631060487,0.7714727631060487,0.9438202247191011,0.0,0.9438202247191011,1.0,0.21502108606988377
RNASET2,SPA17,0.9965686604319453,0.9945502253919128,2.8389652694610765,2.7632888784229293,0.7656282111614419,0.7656282111614419,0.9213483146067416,0.0,0.9213483146067416,1.0,0.21497916738754774
NPC2,BOLA2B,0.9945838659759134,0.9969050662719504,2.7663828399381023,2.9417004743322352,0.7657495685920394,0.7657495685920394,0.9213483146067416,0.0,0.9213483146067416,1.0,0.21490778429722338
MISP,CCR6,0.996366816927942,0.9963836372199422,7.767093157505214,8.924084125008408,0.7729140068768652,0.7729140068768652,0.9550561797752809,0.005988023952095809,0.9550561797752809,0.9940119760479041,0.21479976625601985
PKM,AC000089.3,0.9953239588239252,0.9984525331359752,4.02694682432887,3.0299632409338626,0.7704734116550542,0.7704734116550542,0.9382022471910112,0.0,0.9382022471910112,1.0,0.21467226851786234
CCR6,CKLF,0.9963836372199422,0.9949875529839196,8.924084125008408,3.8934817230707113,0.7703371118530091,0.7703371118530091,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.21453291924610704
GBA,AC000089.3,0.9949202718159188,0.9984525331359752,2.296132345421516,3.0299632409338626,0.7695090406094529,0.7695090406094529,0.9325842696629213,0.0,0.9325842696629213,1.0,0.21423997780685505
NPC2,EPHX4,0.9945838659759134,0.9968377851039494,2.7663828399381023,7.818003390970866,0.7667146846820311,0.7667146846820311,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.2140307580490066
DYNLRB1,AC000089.3,0.9958958487519344,0.9984525331359752,2.7184927538182064,3.0299632409338626,0.7713666394830888,0.7713666394830888,0.9382022471910112,0.0,0.9382022471910112,1.0,0.21389818433412072
PSMB6,EPHX4,0.9951052950279218,0.9968377851039494,1.9886599845253323,7.818003390970866,0.7698069205693803,0.7698069205693803,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.2138096374622682
UBE2S,AC000089.3,0.9958958487519344,0.9984525331359752,3.778860169548543,3.0299632409338626,0.7715258115600019,0.7715258115600019,0.9382022471910112,0.0,0.9382022471910112,1.0,0.2137492707277624
BLOC1S1,MND1,0.995122115319922,0.9950548341519208,2.293008490883402,5.538897867186975,0.7683553944846713,0.7683553944846713,0.9269662921348315,0.0,0.9269662921348315,1.0,0.21367210525395336
CCR6,CD63,0.9963836372199422,0.9978470026239656,8.924084125008408,2.327627726569334,0.7703279252971693,0.7703279252971693,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.21357069856505065
CCR6,IFI27,0.9963836372199422,0.9963331763439413,8.924084125008408,6.051113907017427,0.7704946566221662,0.7704946566221662,0.9438202247191011,0.011976047904191617,0.9438202247191011,0.9880239520958084,0.21323826649422795
MAN2B1,MAD2L1,0.9949202718159188,0.9951389356119222,2.349282665007065,4.156349323824261,0.7692675072122677,0.7692675072122677,0.9269662921348315,0.0,0.9269662921348315,1.0,0.2128181687770387
MAN2B1,SHFM1,0.9949202718159188,0.996064051671937,2.349282665007065,2.8740591939716085,0.7726874328368604,0.7726874328368604,0.9382022471910112,0.0,0.9382022471910112,1.0,0.21230379647429704
NPC2,SHFM1,0.9945838659759134,0.996064051671937,2.7663828399381023,2.8740591939716085,0.7699820364846428,0.7699820364846428,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.2122218784140967
RNASET2,SHFM1,0.9965686604319453,0.996064051671937,2.8389652694610765,2.8740591939716085,0.7757530311048976,0.7757530311048976,0.949438202247191,0.0,0.949438202247191,1.0,0.2121243593875797
TPX2,BLOC1S1,0.9954080602839264,0.995122115319922,6.654686059341989,2.293008490883402,0.7714604223070021,0.7714604223070021,0.9325842696629213,0.0,0.9325842696629213,1.0,0.21212325187958886
PTTG1,AC000089.3,0.9954417008679272,0.9984525331359752,5.344155052815717,3.0299632409338626,0.7736168874499602,0.7736168874499602,0.9382022471910112,0.0,0.9382022471910112,1.0,0.21174473349951292
AC009065.4,RGS10,1.0,0.995189396487923,11.75384606741573,4.373259220884075,0.7779351095585927,0.7779351095585927,0.9550561797752809,0.0,0.9550561797752809,1.0,0.21157431883696964
AC000089.3,NDUFA13,0.9984525331359752,0.998990782479984,3.0299632409338626,2.554904174796474,0.7742570290716254,0.7742570290716254,0.9382022471910112,0.0,0.9382022471910112,1.0,0.21152181924383237
CCR6,CCDC51,0.9963836372199422,0.994634326851914,8.924084125008408,2.608153639911189,0.7736180327233229,0.7736180327233229,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.21143063239911353
CCNB1,AC000089.3,0.9945165848079124,0.9984525331359752,3.72830410078719,3.0299632409338626,0.7713870876725691,0.7713870876725691,0.9269662921348315,0.0,0.9269662921348315,1.0,0.21117148384338266
CORO2A,PSMB6,0.9971405503599542,0.9951052950279218,6.426852216914485,1.9886599845253323,0.7700470199127936,0.7700470199127936,0.9269662921348315,0.011976047904191617,0.9269662921348315,0.9880239520958084,0.2097893277657949
MISP,NPC2,0.996366816927942,0.9945838659759134,7.767093157505214,2.7663828399381023,0.7767732526845587,0.7767732526845587,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.2097176859704115
OCIAD2,AC000089.3,0.996938706855951,0.9984525331359752,3.9669676209379,3.0299632409338626,0.7772991985823172,0.7772991985823172,0.9438202247191011,0.0,0.9438202247191011,1.0,0.20970516391120314
NPC2,COX7A2,0.9945838659759134,0.9967705039359482,2.7663828399381023,2.320042726905739,0.7730320808870056,0.7730320808870056,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.20948212639508834
GBA,CCR6,0.9949202718159188,0.9963836372199422,2.296132345421516,8.924084125008408,0.7719605298761811,0.7719605298761811,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.20920551671551535
CCR6,SERTAD3,0.9963836372199422,0.9945502253919128,8.924084125008408,3.3380839063446146,0.7743865024181353,0.7743865024181353,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.20819563433305815
AC000089.3,CKLF,0.9984525331359752,0.9949875529839196,3.0299632409338626,3.8934817230707113,0.7800385340871675,0.7800385340871675,0.949438202247191,0.0,0.949438202247191,1.0,0.20815483314703548
AC000089.3,POC1A,0.9984525331359752,0.9949539123999191,3.0299632409338626,3.774388256072125,0.7774270885290817,0.7774270885290817,0.9382022471910112,0.0,0.9382022471910112,1.0,0.20812997794029686
RNASET2,COMMD1,0.9965686604319453,0.9963331763439413,2.8389652694610765,1.9911958453878764,0.7760887545472307,0.7760887545472307,0.9325842696629213,0.0,0.9325842696629213,1.0,0.20807499991022937
CCR6,GRN,0.9963836372199422,0.9967368633519478,8.924084125008408,3.5322372199421377,0.7761776427175444,0.7761776427175444,0.9325842696629213,0.0,0.9325842696629213,1.0,0.2080152196024552
TP53TG1,KIF4A,0.9946006862679136,0.996434098095943,2.8377416134024083,6.418663964206419,0.7759939814006613,0.7759939814006613,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.20796805235879573
DHRS7B,AC000089.3,0.9949875529839196,0.9984525331359752,1.7343585581645686,3.0299632409338626,0.7764495764404838,0.7764495764404838,0.9325842696629213,0.0,0.9325842696629213,1.0,0.20779580434936815
TP53TG1,RNASET2,0.9946006862679136,0.9965686604319453,2.8377416134024083,2.8389652694610765,0.778355391909799,0.778355391909799,0.9382022471910112,0.0,0.9382022471910112,1.0,0.20702931338459404
TEX264,RNASET2,0.9965686604319453,0.9965686604319453,1.974107619592277,2.8389652694610765,0.7787072388352027,0.7787072388352027,0.9382022471910112,0.0,0.9382022471910112,1.0,0.2069049601295909
RNASET2,AC009065.4,0.9965686604319453,1.0,2.8389652694610765,11.75384606741573,0.785516816213501,0.785516816213501,0.9662921348314607,0.0,0.9662921348314607,1.0,0.20689783512724638
RNASET2,CCR6,0.9965686604319453,0.9963836372199422,2.8389652694610765,8.924084125008408,0.7814783151270435,0.7814783151270435,0.949438202247191,0.0,0.949438202247191,1.0,0.20674173224235998
RNASET2,CTSB,0.9965686604319453,0.9947520688959162,2.8389652694610765,3.5799245004373272,0.7773652516034414,0.7773652516034414,0.9325842696629213,0.0,0.9325842696629213,1.0,0.2067246445658038
CCDC96,CCR6,0.9951725761959228,0.9963836372199422,2.658767960707798,8.924084125008408,0.7761667895370824,0.7761667895370824,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.20661735616802518
NPC2,SNRPD1,0.9945838659759134,0.9946847877279148,2.7663828399381023,3.0110962154343013,0.7786574377738757,0.7786574377738757,0.9382022471910112,0.0,0.9382022471910112,1.0,0.20654983165189691
CCDC96,MND1,0.9951725761959228,0.9950548341519208,2.658767960707798,5.538897867186975,0.7750978429760641,0.7750978429760641,0.9213483146067416,0.0,0.9213483146067416,1.0,0.2062007184243941
ATOX1,LINC00920,0.9969723474399516,0.9959799502119356,2.821290462894436,5.25366450581982,0.7768515557621336,0.7768515557621336,0.9269662921348315,0.0,0.9269662921348315,1.0,0.20612217350874854
RNASET2,NAGA,0.9965686604319453,0.9948361703559174,2.8389652694610765,2.921225973894907,0.780743505269782,0.780743505269782,0.9438202247191011,0.0,0.9438202247191011,1.0,0.20604937749516325
UBE2S,LINC00920,0.9958958487519344,0.9959799502119356,3.778860169548543,5.25366450581982,0.7783362766498594,0.7783362766498594,0.9325842696629213,0.0,0.9325842696629213,1.0,0.20588038371964892
LINC01420,AC000089.3,0.994869810939918,0.9984525331359752,2.968724063109736,3.0299632409338626,0.7812093466191374,0.7812093466191374,0.9438202247191011,0.0,0.9438202247191011,1.0,0.20580957885932094
MAN2B1,NDUFA1,0.9949202718159188,0.995879028459934,2.349282665007065,2.1289500067281164,0.779818671320582,0.779818671320582,0.9382022471910112,0.0,0.9382022471910112,1.0,0.20562430184406857
RNASET2,ATP5E,0.9965686604319453,0.9953575994079256,2.8389652694610765,2.903379583529571,0.7788096578362802,0.7788096578362802,0.9325842696629213,0.0,0.9325842696629213,1.0,0.20544591365869105
SPA17,RGS10,0.9945502253919128,0.995189396487923,2.7632888784229293,4.373259220884075,0.7731874225812704,0.7731874225812704,0.9157303370786517,0.005988023952095809,0.9157303370786517,0.9940119760479041,0.20539629494731215
MAN2B1,AC009065.4,0.9949202718159188,1.0,2.349282665007065,11.75384606741573,0.7846873494077724,0.7846873494077724,0.9550561797752809,0.0,0.9550561797752809,1.0,0.20511339085849703
CCR6,AC000089.3,0.9963836372199422,0.9984525331359752,8.924084125008408,3.0299632409338626,0.7808458103927763,0.7808458103927763,0.9382022471910112,0.0,0.9382022471910112,1.0,0.20508008320325638
NPC2,MGST2,0.9945838659759134,0.9968377851039494,2.7663828399381023,2.420642397228016,0.7767547050492414,0.7767547050492414,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.20481940598815115
CCR6,ATOX1,0.9963836372199422,0.9969723474399516,8.924084125008408,2.821290462894436,0.7770721522306697,0.7770721522306697,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.20472682474365286
NPC2,AC009065.4,0.9945838659759134,1.0,2.7663828399381023,11.75384606741573,0.7854084965422654,0.7854084965422654,0.9550561797752809,0.0,0.9550561797752809,1.0,0.20439193145307027
SHFM1,AC000089.3,0.996064051671937,0.9984525331359752,2.8740591939716085,3.0299632409338626,0.785545448423114,0.785545448423114,0.9550561797752809,0.0,0.9550561797752809,1.0,0.20425459878454857
DNASE2,GTF3A,0.9956603646639306,0.9957276458319316,2.26181778914082,1.6110134562336,0.7800338536802851,0.7800338536802851,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.20425364920883635
NPC2,NDUFA1,0.9945838659759134,0.995879028459934,2.7663828399381023,2.1289500067281164,0.7787619024379707,0.7787619024379707,0.9382022471910112,0.011976047904191617,0.9382022471910112,0.9880239520958084,0.20410232293654926
NAGA,BOLA2B,0.9948361703559174,0.9969050662719504,2.921225973894907,2.9417004743322352,0.7819451040018193,0.7819451040018193,0.9382022471910112,0.0,0.9382022471910112,1.0,0.20373480621001588
RNASET2,PIGU,0.9965686604319453,0.9947352486039158,2.8389652694610765,2.392829610442038,0.7820087696284187,0.7820087696284187,0.9382022471910112,0.0,0.9382022471910112,1.0,0.20363060053970772
TP53TG1,MND1,0.9946006862679136,0.9950548341519208,2.8377416134024083,5.538897867186975,0.7778975348139945,0.7778975348139945,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.2035901832611189
DNASE2,BOLA2B,0.9956603646639306,0.9969050662719504,2.26181778914082,2.9417004743322352,0.7810629095503346,0.7810629095503346,0.9325842696629213,0.0,0.9325842696629213,1.0,0.20341830152985332
DHRS7B,EPHX4,0.9949875529839196,0.9968377851039494,1.7343585581645686,7.818003390970866,0.7811261208803087,0.7811261208803087,0.9325842696629213,0.0,0.9325842696629213,1.0,0.20328403751080415
RNASET2,HPSE,0.9965686604319453,0.9949875529839196,2.8389652694610765,4.325412251900693,0.7827927360073504,0.7827927360073504,0.9382022471910112,0.0,0.9382022471910112,1.0,0.20292398743259762
BLOC1S1,LINC00920,0.995122115319922,0.9959799502119356,2.293008490883402,5.25366450581982,0.7815384994178747,0.7815384994178747,0.9325842696629213,0.0,0.9325842696629213,1.0,0.20282735415171618
CCDC96,TPX2,0.9951725761959228,0.9954080602839264,2.658767960707798,6.654686059341989,0.7788986933292777,0.7788986933292777,0.9213483146067416,0.0,0.9213483146067416,1.0,0.20275190078791505
NPC2,MRPL17,0.9945838659759134,0.9952398573639238,2.7663828399381023,2.2809577406983785,0.7816055416591075,0.7816055416591075,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.20263492900545466
RNASET2,BLOC1S1,0.9965686604319453,0.995122115319922,2.8389652694610765,2.293008490883402,0.7861986032031031,0.7861986032031031,0.949438202247191,0.0,0.949438202247191,1.0,0.20214786405479862
KIF4A,AC000089.3,0.996434098095943,0.9984525331359752,6.418663964206419,3.0299632409338626,0.7830131350546583,0.7830131350546583,0.9325842696629213,0.0,0.9325842696629213,1.0,0.201841170060046
RNASET2,DHRS7B,0.9965686604319453,0.9949875529839196,2.8389652694610765,1.7343585581645686,0.7816809880029914,0.7816809880029914,0.9269662921348315,0.0,0.9269662921348315,1.0,0.20151996207910147
TP53TG1,TPX2,0.9946006862679136,0.9954080602839264,2.8377416134024083,6.654686059341989,0.7802179089484756,0.7802179089484756,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.20149897876995804
AC000089.3,MND1,0.9984525331359752,0.9950548341519208,3.0299632409338626,5.538897867186975,0.7805990047495645,0.7805990047495645,0.9213483146067416,0.0,0.9213483146067416,1.0,0.20148851143037794
MAN2B1,EPHX4,0.9949202718159188,0.9968377851039494,2.349282665007065,7.818003390970866,0.7857186372964711,0.7857186372964711,0.9438202247191011,0.0,0.9438202247191011,1.0,0.201409645907033
GTF3A,CORO2A,0.9957276458319316,0.9971405503599542,1.6110134562336,6.426852216914485,0.7780587155563685,0.7780587155563685,0.9213483146067416,0.011976047904191617,0.9213483146067416,0.9880239520958084,0.20131586183396719
CORO2A,ATP5E,0.9971405503599542,0.9953575994079256,6.426852216914485,2.903379583529571,0.7780278564395497,0.7780278564395497,0.9213483146067416,0.011976047904191617,0.9213483146067416,0.9880239520958084,0.20130646655140705
NPC2,NDUFC2,0.9945838659759134,0.9971741909439548,2.7663828399381023,2.232745428244634,0.7819945505998771,0.7819945505998771,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.20125822551457714
MAN2B1,MND1,0.9949202718159188,0.9950548341519208,2.349282665007065,5.538897867186975,0.7794560709729469,0.7794560709729469,0.9157303370786517,0.0,0.9157303370786517,1.0,0.20094645885223686
GTF3A,NAGA,0.9957276458319316,0.9948361703559174,1.6110134562336,2.921225973894907,0.7849067096630422,0.7849067096630422,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.20084169092127854
MAN2B1,CCNB1,0.9949202718159188,0.9945165848079124,2.349282665007065,3.72830410078719,0.7825218989464297,0.7825218989464297,0.9269662921348315,0.0,0.9269662921348315,1.0,0.20053013120182095
TEX264,MND1,0.9965686604319453,0.9950548341519208,1.974107619592277,5.538897867186975,0.7841849006474626,0.7841849006474626,0.9325842696629213,0.0,0.9325842696629213,1.0,0.2004228149190257
RNASET2,DYNLRB1,0.9965686604319453,0.9958958487519344,2.8389652694610765,2.7184927538182064,0.7857030817416503,0.7857030817416503,0.9382022471910112,0.0,0.9382022471910112,1.0,0.2002963305549416
TPX2,AC000089.3,0.9954080602839264,0.9984525331359752,6.654686059341989,3.0299632409338626,0.782067162983124,0.782067162983124,0.9213483146067416,0.0,0.9213483146067416,1.0,0.20017568006006964
CORO2A,AC000089.3,0.9971405503599542,0.9984525331359752,6.426852216914485,3.0299632409338626,0.7852734028073409,0.7852734028073409,0.9325842696629213,0.0,0.9325842696629213,1.0,0.19980940287990903
NDUFC2,LINC00920,0.9971741909439548,0.9959799502119356,2.232745428244634,5.25366450581982,0.7838913896936512,0.7838913896936512,0.9269662921348315,0.0,0.9269662921348315,1.0,0.1996396974980469
AC009065.4,CTSB,1.0,0.9947520688959162,11.75384606741573,3.5799245004373272,0.7905906775815872,0.7905906775815872,0.9550561797752809,0.0,0.9550561797752809,1.0,0.19947288048830775
NDUFA1,AC000089.3,0.995879028459934,0.9984525331359752,2.1289500067281164,3.0299632409338626,0.7896268734982693,0.7896268734982693,0.949438202247191,0.0,0.949438202247191,1.0,0.19917018661822397
HLA-A,CCR6,0.9976787997039628,0.9963836372199422,4.352046642669716,8.924084125008408,0.7859910180633564,0.7859910180633564,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.19898889651498633
TP53TG1,CTSB,0.9946006862679136,0.9947520688959162,2.8377416134024083,3.5799245004373272,0.7829604420794531,0.7829604420794531,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.19891899621313447
AC000089.3,COX7A2,0.9984525331359752,0.9967705039359482,3.0299632409338626,2.320042726905739,0.7887950519971154,0.7887950519971154,0.9438202247191011,0.0,0.9438202247191011,1.0,0.19886338278151897
TEX264,LINC00920,0.9965686604319453,0.9959799502119356,1.974107619592277,5.25366450581982,0.7860167892126192,0.7860167892126192,0.9325842696629213,0.0,0.9325842696629213,1.0,0.19881388649723328
AC000089.3,SPA17,0.9984525331359752,0.9945502253919128,3.0299632409338626,2.7632888784229293,0.7848317612882659,0.7848317612882659,0.9269662921348315,0.0,0.9269662921348315,1.0,0.19875589155761816
DHRS7B,MND1,0.9949875529839196,0.9950548341519208,1.7343585581645686,5.538897867186975,0.7833068703781771,0.7833068703781771,0.9213483146067416,0.0,0.9213483146067416,1.0,0.19865583180775828
AC000089.3,CFL1,0.9984525331359752,0.9953575994079256,3.0299632409338626,3.58724077238781,0.7876156352622885,0.7876156352622885,0.9382022471910112,0.0,0.9382022471910112,1.0,0.19864279335429053
GTF3A,HPSE,0.9957276458319316,0.9949875529839196,1.6110134562336,4.325412251900693,0.7835296348486236,0.7835296348486236,0.9269662921348315,0.005988023952095809,0.9269662921348315,0.9940119760479041,0.19853320110243058
GTF3A,AC009065.4,0.9957276458319316,1.0,1.6110134562336,11.75384606741573,0.7928998279352371,0.7928998279352371,0.9606741573033708,0.0,0.9606741573033708,1.0,0.19853077849072961
NPC2,AC000089.3,0.9945838659759134,0.9984525331359752,2.7663828399381023,3.0299632409338626,0.7864019481441431,0.7864019481441431,0.9325842696629213,0.0,0.9325842696629213,1.0,0.19850461486872611
RNASET2,SNRPD1,0.9965686604319453,0.9946847877279148,2.8389652694610765,3.0110962154343013,0.7888247747510904,0.7888247747510904,0.9438202247191011,0.0,0.9438202247191011,1.0,0.19843980459099675
AC009065.4,NDUFA1,1.0,0.995879028459934,11.75384606741573,2.1289500067281164,0.7955128466534991,0.7955128466534991,0.9719101123595506,0.0,0.9719101123595506,1.0,0.1983336247893232
DNASE2,UBE2T,0.9956603646639306,0.9959463096279352,2.26181778914082,5.646122027854405,0.7877703156752058,0.7877703156752058,0.9382022471910112,0.0,0.9382022471910112,1.0,0.19827875088749253
AC009065.4,CCR6,1.0,0.9963836372199422,11.75384606741573,8.924084125008408,0.793489589079657,0.793489589079657,0.9606741573033708,0.0,0.9606741573033708,1.0,0.19803049129875447
CD63,LINC00920,0.9978470026239656,0.9959799502119356,2.327627726569334,5.25366450581982,0.7870533391668832,0.7870533391668832,0.9325842696629213,0.0,0.9325842696629213,1.0,0.1979777512724398
CCDC96,IFI27,0.9951725761959228,0.9963331763439413,2.658767960707798,6.051113907017427,0.7855433989213902,0.7855433989213902,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.19795692124427547
CCR6,ATP5L,0.9963836372199422,0.997611518535962,8.924084125008408,2.3200297147278457,0.7859315224674006,0.7859315224674006,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.19784565922768677
GTF3A,EPHX4,0.9957276458319316,0.9968377851039494,1.6110134562336,7.818003390970866,0.7872719469317406,0.7872719469317406,0.9382022471910112,0.005988023952095809,0.9382022471910112,0.9940119760479041,0.19764937569062302
TEX264,TPX2,0.9965686604319453,0.9954080602839264,1.974107619592277,6.654686059341989,0.7859637696290401,0.7859637696290401,0.9269662921348315,0.0,0.9269662921348315,1.0,0.19760844401022667
IFI27,ATP5E,0.9963331763439413,0.9953575994079256,6.051113907017427,2.903379583529571,0.7833718093625829,0.7833718093625829,0.9269662921348315,0.011976047904191617,0.9269662921348315,0.9880239520958084,0.19757787202563948
NDUFA13,LINC00920,0.998990782479984,0.9959799502119356,2.554904174796474,5.25366450581982,0.7863800227553757,0.7863800227553757,0.9269662921348315,0.0,0.9269662921348315,1.0,0.1975205742023062
RNASET2,CCDC51,0.9965686604319453,0.994634326851914,2.8389652694610765,2.608153639911189,0.7898762287298662,0.7898762287298662,0.9438202247191011,0.0,0.9438202247191011,1.0,0.19744675735059006
BOLA2B,CTSB,0.9969050662719504,0.9947520688959162,2.9417004743322352,3.5799245004373272,0.7848702931170051,0.7848702931170051,0.9213483146067416,0.0,0.9213483146067416,1.0,0.19738257577195092
AC009065.4,COMMD1,1.0,0.9963331763439413,11.75384606741573,1.9911958453878764,0.7930238332600061,0.7930238332600061,0.9550561797752809,0.0,0.9550561797752809,1.0,0.19731144950517604
MAD2L1,AC000089.3,0.9951389356119222,0.9984525331359752,4.156349323824261,3.0299632409338626,0.7878422280470994,0.7878422280470994,0.9325842696629213,0.0,0.9325842696629213,1.0,0.19722102083197057
PIGU,AC000089.3,0.9947352486039158,0.9984525331359752,2.392829610442038,3.0299632409338626,0.7890794830322502,0.7890794830322502,0.9382022471910112,0.0,0.9382022471910112,1.0,0.19721208133570084
AC009065.4,DHRS7B,1.0,0.9949875529839196,11.75384606741573,1.7343585581645686,0.7930284328094628,0.7930284328094628,0.9550561797752809,0.0,0.9550561797752809,1.0,0.1971740703998271
CCR6,CFL1,0.9963836372199422,0.9953575994079256,8.924084125008408,3.58724077238781,0.7877174587864318,0.7877174587864318,0.9325842696629213,0.0,0.9325842696629213,1.0,0.19715385935702884
TEX264,RGS10,0.9965686604319453,0.995189396487923,1.974107619592277,4.373259220884075,0.7864498152003913,0.7864498152003913,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.19714521526568343
MISP,RGS10,0.996366816927942,0.995189396487923,7.767093157505214,4.373259220884075,0.79040418157051,0.79040418157051,0.949438202247191,0.005988023952095809,0.949438202247191,0.9940119760479041,0.1969715519431057
NAGA,ATP5E,0.9948361703559174,0.9953575994079256,2.921225973894907,2.903379583529571,0.7890735631972421,0.7890735631972421,0.9438202247191011,0.005988023952095809,0.9438202247191011,0.9940119760479041,0.19691431052762273
AC000089.3,CTSB,0.9984525331359752,0.9947520688959162,3.0299632409338626,3.5799245004373272,0.788155291569952,0.788155291569952,0.9325842696629213,0.0,0.9325842696629213,1.0,0.19689178294374549
COX7A2,LINC00920,0.9967705039359482,0.9959799502119356,2.320042726905739,5.25366450581982,0.7894042915414499,0.7894042915414499,0.9382022471910112,0.0,0.9382022471910112,1.0,0.19686517933507294
GBA,MND1,0.9949202718159188,0.9950548341519208,2.296132345421516,5.538897867186975,0.7866800306555631,0.7866800306555631,0.9269662921348315,0.0,0.9269662921348315,1.0,0.19674925763822076
BLOC1S1,CTSB,0.995122115319922,0.9947520688959162,2.293008490883402,3.5799245004373272,0.7866795911205433,0.7866795911205433,0.9325842696629213,0.005988023952095809,0.9325842696629213,0.9940119760479041,0.19674682474527844
KIF4A,CCDC96,0.996434098095943,0.9951725761959228,6.418663964206419,2.658767960707798,0.7881727986847757,0.7881727986847757,0.9325842696629213,0.0,0.9325842696629213,1.0,0.19671767886901848
